// Monster Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP
// Note: Keep the Sprite_Name field as it is in the game client.

1331,TREASURE_BOX8,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1332,TREASURE_BOX9,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1333,TREASURE_BOX10,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1334,TREASURE_BOX11,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1335,TREASURE_BOX12,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1336,TREASURE_BOX13,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1337,TREASURE_BOX14,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1338,TREASURE_BOX15,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1339,TREASURE_BOX16,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1340,TREASURE_BOX17,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1341,TREASURE_BOX18,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1342,TREASURE_BOX19,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1343,TREASURE_BOX20,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1344,TREASURE_BOX21,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1345,TREASURE_BOX22,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1346,TREASURE_BOX23,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1347,TREASURE_BOX24,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1348,TREASURE_BOX25,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1349,TREASURE_BOX26,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1350,TREASURE_BOX27,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1351,TREASURE_BOX28,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1352,TREASURE_BOX29,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1353,TREASURE_BOX30,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1354,TREASURE_BOX31,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1355,TREASURE_BOX32,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1356,TREASURE_BOX33,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1357,TREASURE_BOX34,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1358,TREASURE_BOX35,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1359,TREASURE_BOX36,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1360,TREASURE_BOX37,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1361,TREASURE_BOX38,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1362,TREASURE_BOX39,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1363,TREASURE_BOX40,Treasure Chest,Treasure Chest,99,0,0,0,0,0,0,0,0,0,0,0,0,0,999,0,0,0,0,0,20,0x6200000,0,0,0,0,0
1364,G_ASSULTER,Assaulter,Assaulter,59,12853,0,0,0,2,152,177,35,36,85,55,10,35,145,100,10,12,1,6,44,0x2003695,155,1000,900,432,0
1365,APOCALIPS,Apocalypse,Apocalypse,66,22880,0,6540,4935,2,1030,1370,62,49,1,48,120,48,66,85,10,12,2,0,60,0x91,400,1840,1440,384,0
1366,LAVA_GOLEM,Lava Golem,Lava Golem,77,24324,0,6470,3879,1,1541,2049,65,50,1,57,115,70,76,68,10,12,2,0,83,0x3095,400,2190,2040,336,0
1367,BLAZZER,Blazer,Blazer,43,8252,0,3173,1871,2,533,709,50,40,1,52,50,39,69,40,10,12,1,6,43,0x2003295,180,1732,1332,540,0
1368,GEOGRAPHER,Geographer,Geographer,56,8071,0,2715,2000,3,467,621,28,26,1,66,47,60,68,44,10,12,1,3,62,0x84,2000,1308,1008,480,0
1369,GRAND_PECO,Grand Peco,Grand Peco,58,8054,0,2387,1361,2,444,565,37,30,1,66,66,50,71,51,10,12,2,2,43,0x1089,165,1460,960,432,0
1370,SUCCUBUS,Succubus,Succubus,85,16955,0,5357,4322,2,1268,1686,54,48,1,97,95,103,89,87,10,12,1,6,67,0x2003695,155,1306,1056,288,0
1371,FAKE_ANGEL,Fake Angel,False Angel,65,16845,0,3371,1949,2,513,682,50,35,1,64,57,70,61,88,10,12,0,8,66,0x3885,160,920,720,336,0
1372,GOAT,Goat,Goat,69,11077,0,3357,2015,1,457,608,44,25,1,58,66,62,67,43,10,12,1,2,63,0x1089,165,1380,1080,336,0
1373,LORD_OF_DEATH,Lord of Death,Lord of the Dead,94,603383,0,131343,43345,3,3430,4232,77,73,1,99,30,109,100,106,10,12,2,6,67,0x6283695,180,1446,1296,360,65671
1374,INCUBUS,Incubus,Incubus,75,17281,0,5254,4212,2,1408,1873,58,46,1,97,95,103,89,87,10,12,1,6,67,0x2003695,165,850,600,336,0
1375,THE_PAPER,The Paper,The Paper,56,18557,0,2849,1998,1,845,1124,25,24,1,66,52,76,71,79,10,12,1,0,60,0x3885,170,1160,960,336,0
1376,HARPY,Harpy,Harpy,70,16599,0,3562,2133,1,926,1231,42,44,1,112,72,67,74,76,10,12,1,6,64,0x2003885,155,972,672,470,0
1377,ELDER,Elder,Elder,64,21592,0,5650,3408,3,421,560,45,68,1,76,68,108,72,86,10,12,2,7,80,0x3885,165,1552,1152,336,0
1378,DEMON_PUNGUS,Demon Pungus,Demon Pungus,56,7259,0,3148,1817,1,360,479,48,31,1,83,55,59,63,34,10,12,0,6,65,0x2003885,170,1260,960,672,0
1379,NIGHTMARE_TERROR,Nightmare Terror,Nightmare Terror,78,22605,0,6683,4359,1,757,1007,37,37,1,76,55,60,76,54,10,12,2,6,67,0x2003885,165,1216,816,432,0
1380,DRILLER,Driller,Driller,52,7452,0,3215,1860,1,666,886,48,31,1,66,58,50,60,47,10,12,1,2,22,0x3885,165,1300,900,336,0
1381,GRIZZLY,Grizzly,Grizzly,68,11733,0,3341,2012,1,809,1076,44,32,1,55,68,58,70,61,10,12,2,2,63,0x3885,165,1492,1092,192,0
1382,DIABOLIC,Diabolic,Diabolic,67,9642,0,3662,2223,1,796,1059,64,36,1,84,53,67,71,69,10,12,0,6,47,0x2003885,150,1080,780,180,0
1383,EXPLOSION,Explosion,Explosion,46,8054,0,2404,1642,1,336,447,35,27,1,61,56,50,66,38,10,12,0,2,63,0x3885,165,1260,960,336,0
1384,DELETER,Deleter,Deleter,66,17292,0,3403,2066,1,446,593,45,53,1,104,40,65,72,54,10,12,1,9,43,0x308D,175,1020,720,384,0
1385,DELETER_,Deleter,Deleter,65,15168,0,3403,2066,1,446,593,52,53,1,66,40,65,72,68,10,12,1,9,43,0x308D,175,1024,624,336,0
1386,SLEEPER,Sleeper,Sleeper,67,8237,0,3603,2144,1,593,789,49,35,1,48,100,57,75,28,10,12,1,0,42,0x3885,195,1350,1200,432,0
1387,GIG,Gig,Gig,60,8409,0,3934,2039,1,360,479,60,28,1,61,80,53,59,46,10,12,0,2,43,0x3885,170,1264,864,576,0
1388,ARCHANGELING,Archangeling,Arc Angeling,60,79523,0,4152,2173,1,669,890,54,58,1,65,80,74,65,105,10,12,1,8,66,0x6203695,180,1072,672,480,0
1389,DRACULA,Dracula,Dracula,85,320096,0,120157,38870,3,1625,1890,45,76,1,95,90,87,85,100,10,12,2,6,87,0x6283695,145,1290,1140,576,60078
1390,VIOLY,Violy,Violy,75,18257,0,6353,3529,10,738,982,37,36,1,93,54,58,101,83,10,12,1,7,40,0x2085,170,1356,1056,540,0
1391,GALAPAGO,Galapago,Galapago,61,9145,0,3204,1966,1,457,608,33,33,1,56,56,45,66,57,10,12,0,2,22,0x108B,165,1430,1080,1080,0
1392,ROTAR_ZAIRO,Rotar Zairo,Rotar Zairo,25,1209,0,351,215,10,109,137,4,34,1,62,45,26,55,5,10,12,2,0,44,0x2085,155,2416,2016,432,0
1393,G_MUMMY,Mummy,Mummy,37,5176,0,0,0,1,305,360,0,10,28,19,32,0,63,20,10,12,1,1,49,0x3885,300,1772,72,384,0
1394,G_ZOMBIE,Zombie,Zombie,15,534,0,0,0,1,67,79,0,10,1,8,7,0,15,0,10,12,1,1,29,0x3885,400,2612,912,288,0
1395,CRYSTAL_1,Wind Crystal,Wind Crystal,1,15,0,0,0,0,0,0,100,99,1,1,1,1,999,1,0,0,0,0,20,0x6370001,190,0,0,0,0
1396,CRYSTAL_2,Earth Crystal,Earth Crystal,1,15,0,0,0,0,0,0,100,99,1,1,1,1,999,1,0,0,0,0,20,0x6370001,190,0,0,0,0
1397,CRYSTAL_3,Fire Crystal,Fire Crystal,1,15,0,0,0,0,0,0,100,99,1,1,1,1,999,1,0,0,0,0,20,0x6370001,190,0,0,0,0
1398,CRYSTAL_4,Water Crystal,Water Crystal,1,15,0,0,0,0,0,0,100,99,1,1,1,1,999,1,0,0,0,0,20,0x6370001,190,0,0,0,0
1399,EVENT_BAPHO,Baphomet,Baphomet,68,1264000,0,261750,83685,3,1847,2267,35,45,1,152,96,85,120,95,10,12,2,6,67,0x6283695,130,768,768,576,130875
1400,KARAKASA,Karakasa,Karakasa,30,3092,0,489,322,1,141,183,1,5,1,45,12,20,49,60,10,12,1,0,60,0x81,155,1638,2016,576,0
1401,SHINOBI,Shinobi,Shinobi,69,12700,0,4970,3010,2,460,1410,34,21,85,85,25,25,100,100,10,12,1,7,67,0x3695,150,1003,1152,336,0
1402,POISON_TOAD,Poison Toad,Poison Toad,46,6629,0,1929,1457,3,288,408,5,10,20,34,19,14,66,55,10,12,1,2,45,0x81,160,1148,1728,864,0
1403,ANTIQUE_FIRELOCK,Antique Firelock,Firelock Soldier,47,3852,0,1293,1003,10,289,336,10,10,15,35,29,15,120,42,10,12,1,1,49,0x2085,170,1084,2304,576,0
1404,MIYABI_NINGYO,Miyabi Ningyo,Miyabi Doll,33,6300,0,795,453,1,250,305,1,20,1,52,15,10,62,15,10,12,1,6,27,0x2000091,250,1938,2112,768,0
1405,TENGU,Tengu,Tengu,65,16940,0,4207,2843,2,660,980,12,82,90,42,69,45,78,80,10,12,2,6,42,0x2003885,200,1439,1920,672,0
1406,KAPHA,Kapha,Kapha,41,7892,0,2278,1552,3,399,719,20,38,1,51,49,22,73,45,10,12,1,5,21,0x3885,165,2012,1728,672,0
//1407,DOKEBI_,Dokebi,Dokebi,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0x0,0,0,0,0,0
1408,BLOOD_BUTTERFLY,Bloody Butterfly,Bloody Butterfly,55,8082,0,2119,1562,3,121,342,5,23,1,59,14,55,68,15,10,12,1,4,44,0x200308D,145,472,576,288,0
1409,RICE_CAKE_BOY,Rice Cake Boy,Dumpling Child,27,2098,0,231,149,1,112,134,5,12,1,22,29,5,41,10,10,12,0,7,20,0x91,160,647,768,420,0
1410,LIVE_PEACH_TREE,Live Peach Tree,Enchanted Peach Tree,53,8905,0,2591,1799,7,301,351,10,38,72,45,35,39,80,5,10,12,1,3,42,0x2085,410,400,672,480,0
//1411,PEACH_TREE_BULLET,Peach Tree Bullet,Peach Tree Bullet... (mode  129),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0,0,0,0,0
1412,EVIL_CLOUD_HERMIT,Evil Cloud Hermit,Taoist Hermit,56,10392,0,3304,2198,10,311,333,25,59,1,20,18,50,136,11,10,12,2,0,40,0x2085,190,480,840,432,0
1413,WILD_GINSENG,Wild Ginseng,Hermit Plant,46,6900,0,1038,692,1,220,280,10,20,13,42,36,55,66,30,10,12,0,3,43,0x91,140,512,756,360,0
//1414,GINSENG_BULLET,Ginseng Bullet,Ginseng Bullet... (mode 129),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0,0,0,0,0
1415,BABY_LEOPARD,Baby Leopard,Baby Leopard,32,2590,0,352,201,2,155,207,0,5,20,44,20,4,49,10,10,12,0,2,28,0x3885,150,318,528,420,0
1416,WICKED_NYMPH,Wicked Nymph,Evil Nymph,63,16029,0,3945,2599,2,399,1090,12,75,1,64,12,69,100,80,10,12,1,6,67,0x2003695,200,637,1008,360,0
1417,ZIPPER_BEAR,Zipper Bear,Zipper Bear,35,2901,0,370,225,1,248,289,10,5,30,25,55,15,28,25,10,12,1,2,27,0x91,155,780,1008,420,0
1418,DARK_SNAKE_LORD,Evil Snake Lord,Evil Snake Lord,73,254993,0,34288,17950,3,2433,4210,25,55,70,83,30,80,164,88,10,12,2,2,68,0x6283695,200,588,816,420,17144
1419,G_FARMILIAR,Familiar,Familiar,8,155,0,0,0,1,20,28,0,0,1,12,8,5,28,0,10,12,0,2,27,0x3885,150,1276,576,384,0
1420,G_ARCHER_SKELETON,Archer Skeleton,Archer Skeleton,31,3040,0,0,0,9,128,153,0,0,1,8,14,5,90,5,10,12,1,1,29,0x3885,300,2864,864,576,0
1421,G_ISIS,Isis,Isis,43,4828,0,0,0,1,423,507,10,35,38,65,43,30,72,15,10,12,2,6,27,0x2003885,200,1384,768,336,0
1422,G_HUNTER_FLY,Hunter Fly,Hunter Fly,42,5242,0,0,0,1,246,333,25,15,33,105,32,15,72,30,10,12,0,4,44,0x2003885,150,676,576,480,0
1423,G_GHOUL,Ghoul,Ghoul,39,5118,0,0,0,1,420,500,5,20,1,20,29,0,33,20,10,12,1,1,49,0x3885,250,2456,912,504,0
1424,G_SIDE_WINDER,Side Winder,Side Winder,43,4929,0,0,0,1,240,320,5,10,38,43,40,15,115,20,10,12,1,2,25,0x3885,200,1576,576,576,0
1425,G_OBEAUNE,Obeaune,Obeaune,31,3952,0,0,0,1,141,165,0,40,1,31,31,55,74,85,10,12,1,5,41,0x3885,200,1872,672,288,0
1426,G_MARC,Marc,Marc,36,6900,0,0,0,1,220,280,5,10,1,36,36,20,56,30,10,12,1,5,41,0x3885,150,1272,72,480,0
1427,G_NIGHTMARE,Nightmare,Nightmare,49,4437,0,0,0,1,447,529,0,40,1,74,25,15,64,10,10,12,2,6,68,0x2003885,150,1816,816,432,0
1428,G_POISON_SPORE,Poison Spore,Poison Spore,19,665,0,0,0,1,89,101,0,0,1,19,25,0,24,0,10,12,1,3,25,0x3885,200,1672,672,288,0
1429,G_ARGIOPE,Argiope,Argiope,41,4382,0,0,0,1,395,480,30,0,1,41,31,10,56,30,10,12,2,4,25,0x2003885,300,1792,792,336,0
1430,G_ARGOS,Argos,Argos,25,1117,0,0,0,1,158,191,15,0,1,25,25,5,32,15,10,12,2,4,25,0x2003885,300,1468,468,768,0
1431,G_BAPHOMET_,Baphomet Jr.,Baphomet Jr.,50,8578,0,0,0,1,487,590,15,25,1,75,55,1,93,45,10,12,0,6,27,0x2003885,100,868,480,120,0
1432,G_DESERT_WOLF,Desert Wolf,Desert Wolf,27,1716,0,0,0,1,169,208,0,10,56,27,45,15,56,10,10,12,1,2,23,0x3885,200,1120,420,288,0
1433,G_DEVIRUCHI,Deviruchi,Deviruchi,46,7360,0,0,0,1,475,560,10,25,1,69,40,55,87,30,10,12,0,6,27,0x2003885,150,980,600,384,0
1434,G_DRAINLIAR,Drainliar,Drainliar,24,1162,0,0,0,1,74,84,0,0,1,36,24,0,78,0,10,12,0,2,47,0x3885,250,1276,576,384,0
1435,G_EVIL_DRUID,Evil Druid,Evil Druid,58,16506,0,0,0,1,420,670,5,60,1,29,58,80,68,30,10,12,2,1,89,0x3885,300,2276,576,336,0
1436,G_JAKK,Jakk,Jakk,38,3581,0,0,0,1,315,382,5,30,1,38,38,43,75,45,10,12,1,0,43,0x3885,200,1180,480,648,0
1437,G_JOKER,Joker,Joker,57,12450,0,0,0,1,621,738,10,35,1,143,47,75,98,175,10,12,2,7,84,0x3885,100,1364,864,432,0
1438,G_KHALITZBURG,Khalitzburg,Khalitzburg,63,19276,0,0,0,1,875,1025,45,10,58,65,48,5,73,40,10,12,2,1,29,0x3885,350,528,1000,396,0
1439,G_HIGH_ORC,High Orc,High Orc,52,6890,0,0,0,1,428,533,15,5,55,46,55,35,82,40,10,12,2,7,43,0x3885,150,1500,500,1000,0
1440,G_STEM_WORM,Stem Worm,Stem Worm,40,6136,0,0,0,2,290,375,5,10,1,30,26,15,79,35,10,12,1,3,24,0x3885,200,1500,500,1000,0
1441,G_PENOMENA,Penomena,Penomena,57,7256,0,0,0,7,415,565,5,50,1,5,35,15,136,30,10,12,1,5,25,0x3885,400,832,500,600,0
1442,G_SASQUATCH,Sasquatch,Sasquatch,30,3163,0,0,0,1,250,280,5,0,75,25,60,10,34,20,10,12,2,2,60,0x3885,300,1260,192,192,0
1443,G_CRUISER,Cruiser,Cruiser,35,2820,0,0,0,7,175,215,5,5,1,40,10,10,90,25,10,12,1,0,60,0x3885,400,1296,1296,432,0
1444,G_CHEPET,Chepet,Chepet,42,4950,0,0,0,1,380,440,0,25,1,72,35,71,65,85,10,12,1,7,23,0x3885,400,672,672,288,0
1445,G_RAGGLER,Raggler,Raggler,21,1020,0,0,0,1,102,113,0,5,18,10,32,20,39,35,10,12,0,2,24,0x3885,200,1000,900,384,0
1446,G_INJUSTICE,Injustice,Injustice,51,7600,0,0,0,1,480,600,0,0,84,42,39,0,71,35,10,12,1,1,47,0x3885,400,770,720,336,0
1447,G_GRYPHON,Gryphon,Gryphon,72,27800,0,0,0,1,880,1260,35,35,68,95,78,65,115,75,10,12,2,2,84,0x6203885,100,704,504,432,0
1448,G_DARK_FRAME,Dark Frame,Dark Frame,59,7500,0,0,0,1,960,1210,10,45,1,72,42,45,85,25,10,12,1,6,67,0x2003885,200,920,720,200,0
1449,G_MUTANT_DRAGON,Mutant Dragon,Mutant Dragonoid,65,62600,0,0,0,4,2400,3400,15,20,75,47,30,68,45,35,10,12,2,9,43,0x6203885,250,1280,1080,240,0
1450,G_WIND_GHOST,Wind Ghost,Wind Ghost,51,4820,0,0,0,2,489,639,0,45,1,89,15,90,85,25,10,12,1,6,64,0x2003885,150,1056,1056,336,0
1451,G_MERMAN,Merman,Merman,53,12300,0,0,0,2,482,603,10,35,72,45,46,15,85,55,10,12,1,7,41,0x3885,220,916,816,336,0
1452,G_ORC_LADY,Orc Lady,Orc Lady,31,2000,0,0,0,1,135,170,10,10,35,42,25,15,69,55,10,12,1,7,42,0x3885,200,1050,900,288,0
1453,G_RAYDRIC_ARCHER,Raydric Archer,Raydric Archer,52,5250,0,0,0,9,415,500,35,5,15,25,22,5,145,35,10,12,1,6,47,0x2003885,200,1152,1152,480,0
1454,G_TRI_JOINT,Tri Joint,Tri Joint,32,2300,0,0,0,1,178,206,20,5,1,48,24,10,67,20,10,12,0,4,22,0x2003885,200,860,660,624,0
1455,G_KOBOLD_ARCHER,Kobold Archer,Kobold Archer,33,2560,0,0,0,9,155,185,10,5,10,20,15,30,100,25,10,12,0,7,23,0x3885,200,1008,1008,384,0
1456,G_CHIMERA,Chimera,Chimera,70,32600,0,0,0,1,1200,1320,30,10,1,72,110,88,75,85,10,12,2,2,63,0x6203885,200,772,672,360,0
1457,G_MANTIS,Mantis,Mantis,26,2472,0,0,0,1,118,149,10,0,1,26,24,5,45,15,10,12,1,4,22,0x2003885,200,1528,660,432,0
1458,G_MARDUK,Marduk,Marduk,40,4214,0,0,0,1,315,382,0,60,1,40,20,79,78,20,10,12,2,7,23,0x3885,300,1540,840,504,0
1459,G_MARIONETTE,Marionette,Marionette,41,3222,0,0,0,1,355,422,0,25,1,62,36,44,69,45,10,12,0,6,68,0x2003885,300,1480,480,1056,0
1460,G_MATYR,Matyr,Matyr,31,2585,0,0,0,1,134,160,0,0,1,47,38,5,64,5,10,12,1,2,27,0x3885,150,432,432,360,0
1461,G_MINOROUS,Minorous,Minorous,52,7431,0,0,0,1,590,770,15,5,65,42,61,66,52,25,10,12,2,2,43,0x3885,200,1360,960,432,0
1462,G_ORC_SKELETON,Orc Skeleton,Orc Skeleton,28,2278,0,0,0,1,190,236,10,10,1,14,18,0,30,15,10,12,1,1,29,0x3885,200,2420,720,648,0
1463,G_ORC_ZOMBIE,Orc Zombie,Orc Zombie,24,1568,0,0,0,1,151,184,5,10,1,12,24,0,24,5,10,12,1,1,29,0x3885,400,2852,1152,840,0
1464,G_PASANA,Pasana,Pasana,61,8289,0,0,0,1,513,682,29,35,1,73,50,61,69,43,10,12,1,7,43,0x3885,165,976,576,288,0
1465,G_PETIT,Petite,Petite,44,6881,0,0,0,1,360,427,30,30,1,44,62,55,79,60,10,12,1,9,22,0x3885,200,1624,620,384,0
1466,G_PETIT_,Petite,Petite,45,5747,0,0,0,1,300,355,20,45,1,113,45,55,73,80,10,12,1,9,24,0x3885,150,1420,1080,528,0
1467,G_RAYDRIC,Raydric,Raydric,52,8613,0,0,0,1,830,930,40,15,58,47,42,5,69,26,10,12,2,7,47,0x3885,150,824,780,420,0
1468,G_REQUIEM,Requim,Requim,35,3089,0,0,0,1,220,272,0,15,1,53,35,5,57,2,10,12,1,7,27,0x3885,400,1516,816,432,0
1469,G_SKEL_WORKER,Skeleton Worker,Skeleton Worker,30,2872,0,0,0,1,242,288,0,15,1,15,30,5,42,10,10,12,1,1,29,0x3885,400,2420,720,384,0
1470,G_ZEROM,Zerom,Zerom,23,1109,0,0,0,1,127,155,0,10,1,23,23,5,42,0,10,12,1,7,23,0x3885,200,1780,1080,432,0
1471,G_NINE_TAIL,Nine Tail,Nine Tail,51,9466,0,0,0,1,610,734,10,25,1,80,46,1,89,85,10,12,1,2,63,0x3885,150,840,540,480,0
1472,G_BON_GUN,Bongun,Bongun,32,3520,0,0,0,1,220,260,0,0,45,15,36,10,48,15,10,12,1,1,29,0x3885,200,1720,500,420,0
1473,G_ORC_ARCHER,Orc Archer,Orc Archer,49,7440,0,0,0,9,310,390,10,5,1,44,25,20,125,20,10,12,1,7,22,0x3885,300,1960,620,480,0
1474,G_MIMIC,Mimic,Mimic,51,6120,0,0,0,1,150,900,10,40,44,121,1,60,75,110,10,12,1,0,60,0x3885,100,972,500,288,0
1475,G_WRAITH,Wraith,Wraith,53,10999,0,0,0,1,580,760,5,30,1,95,30,65,95,35,10,12,2,1,89,0x3885,300,1816,576,240,0
1476,G_ALARM,Alarm,Alarm,58,10647,0,0,0,1,480,600,15,15,1,62,72,10,85,45,10,12,1,0,60,0x3885,300,1020,500,768,0
1477,G_ARCLOUSE,Arclouse,Arclouze,59,6075,0,0,0,1,570,640,10,15,1,75,5,5,75,50,10,12,1,4,42,0x2003885,100,960,500,480,0
1478,G_RIDEWORD,Rideword,Rideword,59,11638,0,0,0,1,584,804,5,35,48,75,10,20,120,45,10,12,0,0,60,0x3885,150,864,500,192,0
1479,G_SKEL_PRISONER,Skeleton Prisoner,Skeleton Prisoner,52,8691,0,0,0,1,660,890,10,20,55,20,36,0,76,25,10,12,1,1,69,0x3885,350,1848,500,576,0
1480,G_ZOMBIE_PRISONER,Zombie Prisoner,Zombie Prisoner,53,11280,0,0,0,1,780,930,10,20,1,24,39,0,72,25,10,12,1,1,69,0x3885,350,1768,500,192,0
1481,G_PUNK,Punk,Punk,43,3620,0,0,0,1,292,365,0,45,1,105,5,45,65,20,10,12,0,3,24,0x3885,300,1500,500,1000,0
1482,G_ZHERLTHSH,Zherlthsh,Zealotus,63,18300,0,0,0,1,700,850,10,15,70,85,40,30,125,60,10,12,1,7,60,0x3885,200,800,792,384,0
1483,G_RYBIO,Rybio,Rybio,71,9572,0,0,0,1,686,912,45,37,1,97,75,74,77,90,10,12,2,6,40,0x2003885,200,1790,1440,540,0
1484,G_PHENDARK,Phendark,Phendark,73,22729,0,0,0,2,794,1056,52,36,1,62,120,65,76,66,10,12,2,7,40,0x3885,175,1744,1344,600,0
1485,G_MYSTELTAINN,Mysteltainn,Mysteltainn,76,33350,0,0,0,2,1160,1440,30,30,77,139,80,35,159,65,10,12,2,0,87,0x6203885,250,1152,500,240,0
1486,G_TIRFING,Tirfing,Ogretooth,71,29900,0,0,0,1,950,1146,30,35,58,87,55,35,132,65,10,12,1,0,67,0x6203885,100,816,500,240,0
1487,G_EXECUTIONER,Executioner,Executioner,65,28980,0,0,0,2,570,950,35,35,64,85,40,25,88,60,10,12,2,0,47,0x6203885,200,768,500,384,0
1488,G_ANOLIAN,Anolian,Anolian,63,18960,0,0,0,1,640,760,15,15,1,43,58,25,97,65,10,12,1,5,41,0x3885,190,900,500,864,0
1489,G_STING,Sting,Sting,61,9500,0,0,0,1,850,1032,5,30,57,45,55,5,120,85,10,12,1,0,62,0x3885,300,528,500,240,0
1490,G_WANDER_MAN,Wander Man,Wanderer,74,8170,0,0,0,2,450,1170,5,5,1,192,38,45,127,85,10,12,1,6,24,0x2003885,100,672,500,192,0
