# ============================================================
# EXCLUDED ITEMS REPORT
# Items that did NOT pass verification
# ============================================================
# Generated: 2025-12-01 02:55:29
# Total excluded: 986
# Format: ItemID,ItemName,ExclusionReason,FileFound
# ============================================================

7065,Sea-Otter Fur,Quest requirement: countitem in npc/quests/quests_moscovia.txt; Quest requirement: delitem in npc/quests/quests_moscovia.txt; Quest requirement: countitem in npc/quests/quests_lutie.txt,npc/quests/quests_moscovia.txt; npc/quests/quests_lutie.txt
7066,Ice Cubic,Custom script: countitem in npc/re/custom/lasagna/lasagna_npcs.txt; Custom script: delitem in npc/re/custom/lasagna/lasagna_npcs.txt; Quest requirement: countitem in npc/re/quests/quests_malangdo.txt,npc/re/custom/lasagna/lasagna_npcs.txt; npc/re/quests/quests_malangdo.txt
7068,Burnt Tree,Quest requirement: countitem in npc/re/quests/quests_16_2.txt; Quest requirement: delitem in npc/re/quests/quests_16_2.txt; Job quest: getitem in npc/jobs/2-2/alchemist.txt,npc/re/quests/quests_16_2.txt; npc/jobs/2-2/alchemist.txt
7069,Destroyed Armor,Quest requirement: countitem in npc/quests/quests_comodo.txt; Quest requirement: delitem in npc/quests/quests_comodo.txt,npc/quests/quests_comodo.txt
7073,Freya's Jewel,Quest requirement: countitem in npc/quests/seals/god_weapon_creation.txt; Quest requirement: delitem in npc/quests/seals/god_weapon_creation.txt,npc/quests/seals/god_weapon_creation.txt
7074,Thor's Gauntlets,Quest requirement: countitem in npc/quests/seals/god_weapon_creation.txt; Quest requirement: delitem in npc/quests/seals/god_weapon_creation.txt,npc/quests/seals/god_weapon_creation.txt
7075,Iron Maiden,Quest requirement: countitem in npc/quests/seals/god_weapon_creation.txt; Quest requirement: delitem in npc/quests/seals/god_weapon_creation.txt,npc/quests/seals/god_weapon_creation.txt
7076,Wheel of the Unknown,Quest requirement: countitem in npc/quests/seals/god_weapon_creation.txt; Quest requirement: delitem in npc/quests/seals/god_weapon_creation.txt,npc/quests/seals/god_weapon_creation.txt
7077,Silver Ornament,Quest requirement: countitem in npc/quests/seals/god_weapon_creation.txt; Quest requirement: delitem in npc/quests/seals/god_weapon_creation.txt,npc/quests/seals/god_weapon_creation.txt
7078,Wrath of Valkyrie,Quest requirement: countitem in npc/quests/seals/god_weapon_creation.txt; Quest requirement: delitem in npc/quests/seals/god_weapon_creation.txt,npc/quests/seals/god_weapon_creation.txt
7079,Feather of Angel Wing,Quest requirement: countitem in npc/quests/seals/god_weapon_creation.txt; Quest requirement: delitem in npc/quests/seals/god_weapon_creation.txt,npc/quests/seals/god_weapon_creation.txt
7080,Cat Tread,Quest requirement: countitem in npc/quests/seals/megingard_seal.txt; Quest requirement: delitem in npc/quests/seals/megingard_seal.txt,npc/quests/seals/megingard_seal.txt
7081,Woman's Moustache,Quest requirement: countitem in npc/quests/seals/megingard_seal.txt; Quest requirement: delitem in npc/quests/seals/megingard_seal.txt,npc/quests/seals/megingard_seal.txt
7082,Root of Stone,Quest requirement: countitem in npc/quests/seals/megingard_seal.txt; Quest requirement: delitem in npc/quests/seals/megingard_seal.txt,npc/quests/seals/megingard_seal.txt
7083,Spirit of Fish,Quest requirement: countitem in npc/quests/seals/god_weapon_creation.txt; Quest requirement: delitem in npc/quests/seals/god_weapon_creation.txt,npc/quests/seals/god_weapon_creation.txt
7084,Sputum of Bird,Quest requirement: countitem in npc/quests/seals/megingard_seal.txt; Quest requirement: delitem in npc/quests/seals/megingard_seal.txt,npc/quests/seals/megingard_seal.txt
7085,Sinew of Bear,Quest requirement: countitem in npc/quests/seals/megingard_seal.txt; Quest requirement: delitem in npc/quests/seals/megingard_seal.txt,npc/quests/seals/megingard_seal.txt
7086,Emblem of the Sun God,Quest requirement: countitem in npc/quests/quests_alberta.txt; Quest requirement: delitem in npc/quests/quests_alberta.txt; Quest requirement: countitem in npc/quests/seals/god_weapon_creation.txt,npc/quests/quests_alberta.txt; npc/quests/seals/god_weapon_creation.txt
7087,Breath of Spirit,Quest requirement: countitem in npc/quests/seals/god_weapon_creation.txt; Quest requirement: delitem in npc/quests/seals/god_weapon_creation.txt,npc/quests/seals/god_weapon_creation.txt
7088,Snow Crystal,Quest requirement: countitem in npc/quests/seals/god_weapon_creation.txt; Quest requirement: delitem in npc/quests/seals/god_weapon_creation.txt,npc/quests/seals/god_weapon_creation.txt
7089,Omen of Tempest,Quest requirement: countitem in npc/quests/seals/god_weapon_creation.txt; Quest requirement: delitem in npc/quests/seals/god_weapon_creation.txt,npc/quests/seals/god_weapon_creation.txt
7090,Ripple,Quest requirement: countitem in npc/quests/seals/god_weapon_creation.txt; Quest requirement: delitem in npc/quests/seals/god_weapon_creation.txt,npc/quests/seals/god_weapon_creation.txt
7091,Billow,Quest requirement: countitem in npc/quests/seals/god_weapon_creation.txt; Quest requirement: delitem in npc/quests/seals/god_weapon_creation.txt,npc/quests/seals/god_weapon_creation.txt
7092,Drifting Air,Quest requirement: countitem in npc/quests/seals/god_weapon_creation.txt; Quest requirement: delitem in npc/quests/seals/god_weapon_creation.txt,npc/quests/seals/god_weapon_creation.txt
7093,Cogwheel,Quest reward: getitem in npc/quests/eye_of_hellion.txt; Quest requirement: countitem in npc/quests/eye_of_hellion.txt; Quest requirement: delitem in npc/quests/eye_of_hellion.txt,npc/quests/eye_of_hellion.txt
7094,Fragment,Quest requirement: countitem in npc/re/quests/eden/eden_111_120.txt; Quest requirement: delitem in npc/re/quests/eden/eden_111_120.txt,npc/re/quests/eden/eden_111_120.txt
7096,Lava,Quest reward: getitem in npc/quests/quests_louyang.txt; Quest requirement: countitem in npc/quests/quests_louyang.txt; Quest requirement: delitem in npc/quests/quests_louyang.txt,npc/quests/quests_louyang.txt
7097,Burning Heart,Job quest: countitem in npc/re/jobs/3-2/royal_guard.txt; Job quest: delitem in npc/re/jobs/3-2/royal_guard.txt; Quest requirement: countitem in npc/quests/quests_nameless.txt,npc/re/jobs/3-2/royal_guard.txt; npc/quests/quests_nameless.txt
7098,Live Coal,Quest requirement: countitem in npc/quests/quests_nameless.txt; Quest requirement: delitem in npc/quests/quests_nameless.txt; Quest requirement: countitem in npc/quests/ninja_quests.txt,npc/quests/quests_nameless.txt; npc/quests/ninja_quests.txt
7099,Worn-out Magic Scroll,Quest requirement: countitem in npc/quests/ninja_quests.txt; Quest requirement: delitem in npc/quests/ninja_quests.txt; Quest requirement: countitem in npc/quests/newgears/2005_headgears.txt,npc/quests/ninja_quests.txt; npc/quests/newgears/2005_headgears.txt
7100,Sharp Leaf,Quest requirement: countitem in npc/re/quests/eden/eden_quests.txt; Quest requirement: delitem in npc/re/quests/eden/eden_quests.txt; Quest requirement: countitem in npc/pre-re/quests/collection/quest_dryad.txt,npc/re/quests/eden/eden_quests.txt; npc/pre-re/quests/collection/quest_dryad.txt
7101,Peco Peco Feather,Quest requirement: countitem in npc/quests/partyrelay.txt; Quest requirement: delitem in npc/quests/partyrelay.txt; Quest requirement: countitem in npc/quests/guildrelay.txt,npc/quests/partyrelay.txt; npc/quests/guildrelay.txt
7102,Nightmare,No valid mob drops found in mob_db.yml,mob_db.yml
7103,Unknown Liquid Bottle,No valid mob drops found in mob_db.yml,mob_db.yml
7104,False Angel Wing,No valid mob drops found in mob_db.yml,mob_db.yml
7105,False Heaven Ring,No valid mob drops found in mob_db.yml,mob_db.yml
7106,Antelope Horn,Quest requirement: countitem in npc/pre-re/quests/collection/quest_goat.txt; Quest requirement: delitem in npc/pre-re/quests/collection/quest_goat.txt; Quest requirement: countitem in npc/quests/guildrelay.txt,npc/pre-re/quests/collection/quest_goat.txt; npc/quests/guildrelay.txt
7110,Broken Sword,Quest requirement: countitem in npc/re/quests/quests_17_2.txt; Quest requirement: delitem in npc/re/quests/quests_17_2.txt; Quest requirement: countitem in npc/quests/quests_gonryun.txt,npc/re/quests/quests_17_2.txt; npc/quests/quests_gonryun.txt
7111,Slick Paper,Quest requirement: countitem in npc/re/quests/quests_16_2.txt; Quest requirement: delitem in npc/re/quests/quests_16_2.txt; Quest requirement: countitem in npc/quests/quests_umbala.txt,npc/re/quests/quests_16_2.txt; npc/quests/quests_umbala.txt
7112,Sharp Paper,Quest requirement: countitem in npc/quests/guildrelay.txt; Quest requirement: delitem in npc/quests/guildrelay.txt,npc/quests/guildrelay.txt
7114,Masque of Tutankhamen,Quest reward: getitem in npc/custom/quests/sphinx_mask.txt,npc/custom/quests/sphinx_mask.txt
7115,Harpy Feather,Quest requirement: countitem in npc/quests/ninja_quests.txt; Quest requirement: delitem in npc/quests/ninja_quests.txt; Quest requirement: countitem in npc/quests/skills/hunter_skills.txt,npc/quests/ninja_quests.txt; npc/quests/skills/hunter_skills.txt
7117,Torn Magic Book,Quest reward: getitem in npc/custom/quests/umbalian_language.txt; Quest requirement: countitem in npc/custom/quests/umbalian_language.txt; Quest requirement: delitem in npc/custom/quests/umbalian_language.txt,npc/custom/quests/umbalian_language.txt
7118,Torn Scroll,Quest reward: getitem in npc/custom/quests/umbalian_language.txt; Quest requirement: countitem in npc/custom/quests/umbalian_language.txt; Quest requirement: delitem in npc/custom/quests/umbalian_language.txt,npc/custom/quests/umbalian_language.txt
7119,Bacillus,Quest requirement: countitem in npc/pre-re/quests/collection/quest_demonpungus.txt; Quest requirement: delitem in npc/pre-re/quests/collection/quest_demonpungus.txt,npc/pre-re/quests/collection/quest_demonpungus.txt
7120,Burning Horseshoe,Quest requirement: countitem in npc/quests/newgears/2004_headgears.txt; Quest requirement: delitem in npc/quests/newgears/2004_headgears.txt,npc/quests/newgears/2004_headgears.txt
7121,Honey Pot,Quest requirement: countitem in npc/quests/quests_louyang.txt; Quest requirement: delitem in npc/quests/quests_louyang.txt; Quest requirement: countitem in npc/quests/guildrelay.txt,npc/quests/quests_louyang.txt; npc/quests/guildrelay.txt
7122,Burning Hair,Quest requirement: countitem in npc/re/quests/quests_16_1.txt; Quest requirement: delitem in npc/re/quests/quests_16_1.txt,npc/re/quests/quests_16_1.txt
7123,Dragon Skin,Quest requirement: countitem in npc/quests/ninja_quests.txt; Quest requirement: delitem in npc/quests/ninja_quests.txt,npc/quests/ninja_quests.txt
7126,Large Jellopy,Event script: getitem in npc/events/MemorialDay_2008.txt; Quest requirement: countitem in npc/quests/quests_ein.txt; Quest requirement: delitem in npc/quests/quests_ein.txt,npc/events/MemorialDay_2008.txt; npc/quests/quests_ein.txt
7127,Alcohol Creation Guide,No valid mob drops found in mob_db.yml; Job quest: getitem in npc/jobs/2-2/alchemist.txt,mob_db.yml; npc/jobs/2-2/alchemist.txt
7128,Bottle Grenade Creation Guide,No valid mob drops found in mob_db.yml; Job quest: getitem in npc/jobs/2-2/alchemist.txt,mob_db.yml; npc/jobs/2-2/alchemist.txt
7129,Acid Bottle Creation Guide,No valid mob drops found in mob_db.yml; Job quest: getitem in npc/jobs/2-2/alchemist.txt,mob_db.yml; npc/jobs/2-2/alchemist.txt
7130,Plant Bottle Creation Guide,No valid mob drops found in mob_db.yml; Job quest: getitem in npc/jobs/2-2/alchemist.txt,mob_db.yml; npc/jobs/2-2/alchemist.txt
7131,Marine Sphere Creation Guide,No valid mob drops found in mob_db.yml; Job quest: getitem in npc/jobs/2-2/alchemist.txt,mob_db.yml; npc/jobs/2-2/alchemist.txt
7132,Glistening Coat Creation Guide,No valid mob drops found in mob_db.yml,mob_db.yml
7133,Condensed Potion Creation Guide,No valid mob drops found in mob_db.yml; Job quest: getitem in npc/jobs/2-2/alchemist.txt,mob_db.yml; npc/jobs/2-2/alchemist.txt
7134,Medicine Bowl,No valid mob drops found in mob_db.yml; Job quest: countitem in npc/jobs/2-2/alchemist.txt; Job quest: delitem in npc/jobs/2-2/alchemist.txt,mob_db.yml; npc/jobs/2-2/alchemist.txt
7135,Bottle Grenade,No valid mob drops found in mob_db.yml,mob_db.yml
7136,Acid Bottle,No valid mob drops found in mob_db.yml,mob_db.yml
7137,Plant Bottle,No valid mob drops found in mob_db.yml,mob_db.yml
7138,Marine Sphere Bottle,No valid mob drops found in mob_db.yml; Quest reward: getitem in npc/quests/quests_hugel.txt; Quest requirement: countitem in npc/quests/quests_hugel.txt,mob_db.yml; npc/quests/quests_hugel.txt
7139,Glistening Coat,No valid mob drops found in mob_db.yml,mob_db.yml
7140,Seed of Life,No valid mob drops found in mob_db.yml,mob_db.yml
7141,Morning Dew of Yggdrasil,No valid mob drops found in mob_db.yml,mob_db.yml
7142,Embryo,No valid mob drops found in mob_db.yml,mob_db.yml
7143,Glass Tube,No valid mob drops found in mob_db.yml,mob_db.yml
7144,Potion Creation Guide,No valid mob drops found in mob_db.yml; Job quest: getitem in npc/jobs/2-2/alchemist.txt,mob_db.yml; npc/jobs/2-2/alchemist.txt
7145,Ragnarok T-shirt,No valid mob drops found in mob_db.yml,mob_db.yml
7146,Vacation Ticket,Quest-named: Name contains 'ticket'; No valid mob drops found in mob_db.yml,Name analysis; mob_db.yml
7147,Jasmine,No valid mob drops found in mob_db.yml,mob_db.yml
7148,Mother's Letter,Quest-named: Name contains 'letter'; No valid mob drops found in mob_db.yml; Quest reward: getitem in npc/quests/first_class/tu_acolyte.txt,Name analysis; mob_db.yml
7149,Yellow Plate,Quest requirement: countitem in npc/quests/the_sign_quest.txt; Quest requirement: delitem in npc/quests/the_sign_quest.txt,npc/quests/the_sign_quest.txt
7150,Piece of Bamboo,Job quest: countitem in npc/re/jobs/3-2/shadow_chaser.txt; Job quest: delitem in npc/re/jobs/3-2/shadow_chaser.txt; NPC Shop: countitem in npc/re/merchants/flute.txt,npc/re/jobs/3-2/shadow_chaser.txt; npc/re/merchants/flute.txt
7151,Oil Paper,Quest requirement: countitem in npc/re/quests/newgears/2010_headgears.txt; Quest requirement: delitem in npc/re/quests/newgears/2010_headgears.txt; Quest requirement: countitem in npc/quests/quests_umbala.txt,npc/re/quests/newgears/2010_headgears.txt; npc/quests/quests_umbala.txt
7152,Glossy Hair,NPC Shop: countitem in npc/pre-re/merchants/hair_style.txt; NPC Shop: delitem in npc/pre-re/merchants/hair_style.txt,npc/pre-re/merchants/hair_style.txt
7153,Worn-out Kimono,Quest requirement: countitem in npc/quests/guildrelay.txt; Quest requirement: delitem in npc/quests/guildrelay.txt,npc/quests/guildrelay.txt
7155,Poisonous Toad Skin,Quest requirement: countitem in npc/quests/partyrelay.txt; Quest requirement: delitem in npc/quests/partyrelay.txt; Quest requirement: countitem in npc/quests/quests_louyang.txt,npc/quests/partyrelay.txt; npc/quests/quests_louyang.txt
7156,Broken Shuriken,Quest requirement: countitem in npc/re/quests/ninja_quests.txt; Quest requirement: delitem in npc/re/quests/ninja_quests.txt,npc/re/quests/ninja_quests.txt
7157,Dark Mask,Quest requirement: countitem in npc/quests/partyrelay.txt; Quest requirement: delitem in npc/quests/partyrelay.txt; Quest requirement: countitem in npc/quests/guildrelay.txt,npc/quests/partyrelay.txt; npc/quests/guildrelay.txt
7158,Broken Liquor Jar,NPC Shop: countitem in npc/merchants/wander_pet_food.txt; NPC Shop: delitem in npc/merchants/wander_pet_food.txt,npc/merchants/wander_pet_food.txt
7160,Feudal Lord Permit,Quest-named: Name contains 'permit'; No valid mob drops found in mob_db.yml; Quest requirement: countitem in npc/quests/quests_amatsu.txt,Name analysis; mob_db.yml
7161,Black Bear Skin,Quest requirement: countitem in npc/quests/newgears/2004_headgears.txt; Quest requirement: delitem in npc/quests/newgears/2004_headgears.txt,npc/quests/newgears/2004_headgears.txt
7164,Solid Peach,Quest requirement: countitem in npc/custom/quests/may_hats.txt; Quest requirement: delitem in npc/custom/quests/may_hats.txt; Quest requirement: countitem in npc/quests/quests_louyang.txt,npc/custom/quests/may_hats.txt; npc/quests/quests_louyang.txt
7165,Transparent Celestial Robe,Quest requirement: countitem in npc/re/quests/newgears/2010_headgears.txt; Quest requirement: delitem in npc/re/quests/newgears/2010_headgears.txt; Quest requirement: countitem in npc/quests/guildrelay.txt,npc/re/quests/newgears/2010_headgears.txt; npc/quests/guildrelay.txt
7166,Soft Silk,Quest requirement: countitem in npc/re/quests/quests_16_1.txt; Quest requirement: delitem in npc/re/quests/quests_16_1.txt; Quest requirement: countitem in npc/re/quests/newgears/2010_headgears.txt,npc/re/quests/quests_16_1.txt; npc/re/quests/newgears/2010_headgears.txt
7167,Strange Steel Piece,Quest requirement: countitem in npc/quests/quests_moscovia.txt; Quest requirement: delitem in npc/quests/quests_moscovia.txt,npc/quests/quests_moscovia.txt
7170,Tuxedo,No valid mob drops found in mob_db.yml; Script reference: countitem in npc/other/marriage.txt; Script reference: delitem in npc/other/marriage.txt,mob_db.yml; npc/other/marriage.txt
7172,Leopard Claw,Quest requirement: countitem in npc/quests/partyrelay.txt; Quest requirement: delitem in npc/quests/partyrelay.txt; Quest requirement: countitem in npc/quests/quests_louyang.txt,npc/quests/partyrelay.txt; npc/quests/quests_louyang.txt
7173,iROGM02's Backpack,No valid mob drops found in mob_db.yml,mob_db.yml
7174,Wrapping Lace,Event script: countitem in npc/events/christmas_2008.txt; Event script: delitem in npc/events/christmas_2008.txt; Event script: countitem in npc/events/valentinesday_2009.txt,npc/events/christmas_2008.txt; npc/events/valentinesday_2009.txt
7175,Wrapping Paper,Event script: countitem in npc/events/christmas_2008.txt; Event script: delitem in npc/events/christmas_2008.txt; Event script: countitem in npc/events/valentinesday_2009.txt,npc/events/christmas_2008.txt; npc/events/valentinesday_2009.txt
7176,Royal Certificate,Quest-named: Name contains 'certificate'; No valid mob drops found in mob_db.yml,Name analysis; mob_db.yml
7177,Crumb of Sobbing Starlight,Trade: NoDrop=true; Trade: NoTrade=true; No valid mob drops found in mob_db.yml,item_db_etc.yml; item_db_etc.yml
7178,Sobbing Starlight,Trade: NoDrop=true; Trade: NoTrade=true; No valid mob drops found in mob_db.yml,item_db_etc.yml; item_db_etc.yml
7179,Proof of Donation,Quest-named: Name contains 'proof'; No valid mob drops found in mob_db.yml,Name analysis; mob_db.yml
7180,Hahn Sukbong's Recommendation,No valid mob drops found in mob_db.yml,mob_db.yml
7181,Receipt,No valid mob drops found in mob_db.yml; Quest requirement: countitem in npc/quests/the_sign_quest.txt; Quest requirement: delitem in npc/quests/the_sign_quest.txt,mob_db.yml; npc/quests/the_sign_quest.txt
7182,Cacao,Quest requirement: countitem in npc/quests/kiel_hyre_quest.txt; Quest requirement: delitem in npc/quests/kiel_hyre_quest.txt,npc/quests/kiel_hyre_quest.txt
7183,Letter from Sister,Quest-named: Name contains 'letter'; No valid mob drops found in mob_db.yml; Quest reward: getitem in npc/quests/the_sign_quest.txt,Name analysis; mob_db.yml
7184,Piano Key,Quest-named: Name contains 'key'; No valid mob drops found in mob_db.yml; Quest requirement: countitem in npc/quests/partyrelay.txt,Name analysis; mob_db.yml
7185,Quiz Entry,No valid mob drops found in mob_db.yml,mob_db.yml
7187,Festival Mask,Quest requirement: countitem in npc/re/quests/eden/71-85.txt; Quest requirement: delitem in npc/re/quests/eden/71-85.txt,npc/re/quests/eden/71-85.txt
7188,Brown Root,Quest requirement: countitem in npc/quests/quests_louyang.txt; Quest requirement: delitem in npc/quests/quests_louyang.txt; Quest requirement: countitem in npc/quests/quests_13_1.txt,npc/quests/quests_louyang.txt; npc/quests/quests_13_1.txt
7189,Wooden Heart,Quest requirement: countitem in npc/custom/quests/dead_branch.txt; Quest requirement: delitem in npc/custom/quests/dead_branch.txt; Quest requirement: delitem in npc/quests/partyrelay.txt,npc/custom/quests/dead_branch.txt; npc/quests/partyrelay.txt
7190,Solid Husk,Quest requirement: countitem in npc/quests/quests_ayothaya.txt; Quest requirement: delitem in npc/quests/quests_ayothaya.txt,npc/quests/quests_ayothaya.txt
7191,Lamp,No valid mob drops found in mob_db.yml,mob_db.yml
7193,Sprout,Quest reward: getitem in npc/quests/quests_13_2.txt; Quest requirement: countitem in npc/quests/quests_13_2.txt; Quest requirement: delitem in npc/quests/quests_13_2.txt,npc/quests/quests_13_2.txt; npc/quests/quests_louyang.txt
7194,Soft Blade of Grass,Quest requirement: countitem in npc/quests/quests_nameless.txt; Quest requirement: delitem in npc/quests/quests_nameless.txt; Quest requirement: countitem in npc/quests/guildrelay.txt,npc/quests/quests_nameless.txt; npc/quests/guildrelay.txt
7196,Shoulder Protector,Quest requirement: countitem in npc/re/quests/eden/eden_quests.txt; Quest requirement: delitem in npc/re/quests/eden/eden_quests.txt; Quest requirement: countitem in npc/quests/partyrelay.txt,npc/re/quests/eden/eden_quests.txt; npc/quests/partyrelay.txt
7197,Tough Vines,Quest requirement: countitem in npc/re/quests/quests_18.txt; Quest requirement: delitem in npc/re/quests/quests_18.txt; Quest requirement: countitem in npc/quests/quests_moscovia.txt,npc/re/quests/quests_18.txt; npc/quests/quests_moscovia.txt
7198,Huge Leaf,Quest reward: getitem in npc/re/quests/quests_dewata.txt; Quest requirement: countitem in npc/pre-re/quests/collection/quest_leafcat.txt; Quest requirement: delitem in npc/pre-re/quests/collection/quest_leafcat.txt,npc/re/quests/quests_dewata.txt; npc/pre-re/quests/collection/quest_leafcat.txt
7199,Coupon,No valid mob drops found in mob_db.yml,mob_db.yml
7200,Elastic Band,Quest requirement: countitem in npc/custom/quests/bandit_beard.txt; Quest requirement: delitem in npc/custom/quests/bandit_beard.txt; Quest requirement: countitem in npc/quests/guildrelay.txt,npc/custom/quests/bandit_beard.txt; npc/quests/guildrelay.txt
7201,Log,Quest requirement: countitem in npc/re/quests/quests_dewata.txt; Quest requirement: delitem in npc/re/quests/quests_dewata.txt; Quest requirement: countitem in npc/custom/quests/dead_branch.txt,npc/re/quests/quests_dewata.txt; npc/custom/quests/dead_branch.txt
7204,Gunpowder,No valid mob drops found in mob_db.yml; Quest requirement: countitem in npc/quests/quests_louyang.txt; Quest requirement: delitem in npc/quests/quests_louyang.txt,mob_db.yml; npc/quests/quests_louyang.txt
7205,Piece of Black Cloth,Quest requirement: countitem in npc/re/quests/quests_16_1.txt; Quest requirement: delitem in npc/re/quests/quests_16_1.txt; Event script: countitem in npc/custom/events/holiday/hallow06.txt,npc/re/quests/quests_16_1.txt; npc/custom/events/holiday/hallow06.txt
7206,Black Cat Doll,Event script: getitem in npc/events/christmas_2005.txt; Quest requirement: countitem in npc/quests/newgears/2004_headgears.txt; Quest requirement: delitem in npc/quests/newgears/2004_headgears.txt,npc/events/christmas_2005.txt; npc/quests/newgears/2004_headgears.txt
7207,Old Manteau,Quest requirement: countitem in npc/custom/quests/may_hats.txt; Quest requirement: delitem in npc/custom/quests/may_hats.txt,npc/custom/quests/may_hats.txt
7212,Hung Doll,Event script: getitem in npc/events/christmas_2005.txt; Quest requirement: countitem in npc/quests/seals/megingard_seal.txt,npc/events/christmas_2005.txt; npc/quests/seals/megingard_seal.txt
7213,Needle Packet,Quest requirement: countitem in npc/quests/newgears/2004_headgears.txt; Quest requirement: delitem in npc/quests/newgears/2004_headgears.txt,npc/quests/newgears/2004_headgears.txt
7216,Red Muffler,Quest requirement: countitem in npc/quests/newgears/2004_headgears.txt; Quest requirement: delitem in npc/quests/newgears/2004_headgears.txt,npc/quests/newgears/2004_headgears.txt
7217,Spool,Quest requirement: countitem in npc/re/quests/newgears/2010_headgears.txt; Quest requirement: delitem in npc/re/quests/newgears/2010_headgears.txt; Quest requirement: countitem in npc/quests/quests_moscovia.txt,npc/re/quests/newgears/2010_headgears.txt; npc/quests/quests_moscovia.txt
7220,Ectoplasm,Quest requirement: countitem in npc/quests/newgears/2004_headgears.txt; Quest requirement: delitem in npc/quests/newgears/2004_headgears.txt,npc/quests/newgears/2004_headgears.txt
7222,Wooden Gnarl,Quest requirement: countitem in npc/custom/quests/dead_branch.txt; Quest requirement: delitem in npc/custom/quests/dead_branch.txt,npc/custom/quests/dead_branch.txt
7224,Stone of Sage,No valid mob drops found in mob_db.yml,mob_db.yml
7227,TCG Card,No valid mob drops found in mob_db.yml,mob_db.yml
7228,Gold Bullion,No valid mob drops found in mob_db.yml; Instance reward: makeitem in npc/re/instances/HorrorToyFactory.txt; Instance reward: makeitem in npc/re/instances/OldGlastHeim.txt,mob_db.yml; npc/re/instances/HorrorToyFactory.txt
7229,Silver Bullion,No valid mob drops found in mob_db.yml; Instance reward: makeitem in npc/re/instances/HorrorToyFactory.txt; Instance reward: makeitem in npc/re/instances/OldGlastHeim.txt,mob_db.yml; npc/re/instances/HorrorToyFactory.txt
7230,Platinum Bullion,No valid mob drops found in mob_db.yml; Instance reward: makeitem in npc/re/instances/OldGlastHeim.txt,mob_db.yml; npc/re/instances/OldGlastHeim.txt
7231,Gold Ore,No valid mob drops found in mob_db.yml,mob_db.yml
7232,Silver Ore,No valid mob drops found in mob_db.yml,mob_db.yml
7233,Mithril Ore,No valid mob drops found in mob_db.yml,mob_db.yml
7234,Spirit of Guild,No valid mob drops found in mob_db.yml; Quest reward: getitem in npc/quests/guildrelay.txt; Quest requirement: countitem in npc/quests/guildrelay.txt,mob_db.yml; npc/quests/guildrelay.txt
7235,Spirit of Charge,No valid mob drops found in mob_db.yml; Quest requirement: countitem in npc/quests/guildrelay.txt; Quest reward: getitem in npc/quests/guildrelay.txt,mob_db.yml; npc/quests/guildrelay.txt
7236,Spirit of Protection,No valid mob drops found in mob_db.yml,mob_db.yml
7237,Spirit of Association,No valid mob drops found in mob_db.yml; Quest requirement: countitem in npc/quests/guildrelay.txt; Quest reward: getitem in npc/quests/guildrelay.txt,mob_db.yml; npc/quests/guildrelay.txt
7238,Spirit of Coordination,No valid mob drops found in mob_db.yml; Quest requirement: countitem in npc/quests/guildrelay.txt; Quest reward: getitem in npc/quests/guildrelay.txt,mob_db.yml; npc/quests/guildrelay.txt
7239,Spirit of Advance,No valid mob drops found in mob_db.yml; Quest requirement: countitem in npc/quests/guildrelay.txt; Quest requirement: delitem in npc/quests/guildrelay.txt,mob_db.yml; npc/quests/guildrelay.txt
7240,Spirit of Trust,No valid mob drops found in mob_db.yml; Quest reward: getitem in npc/quests/guildrelay.txt; Quest requirement: countitem in npc/quests/guildrelay.txt,mob_db.yml; npc/quests/guildrelay.txt
7241,Spirit of Union,No valid mob drops found in mob_db.yml; Quest requirement: countitem in npc/quests/guildrelay.txt; Quest reward: getitem in npc/quests/guildrelay.txt,mob_db.yml; npc/quests/guildrelay.txt
7242,Spirit of Combination,No valid mob drops found in mob_db.yml; Quest requirement: countitem in npc/quests/guildrelay.txt; Quest reward: getitem in npc/quests/guildrelay.txt,mob_db.yml; npc/quests/guildrelay.txt
7243,Spirit of Cooperation,No valid mob drops found in mob_db.yml,mob_db.yml
7244,Spirit of Solidarity,No valid mob drops found in mob_db.yml; Quest requirement: countitem in npc/quests/guildrelay.txt; Quest reward: getitem in npc/quests/guildrelay.txt,mob_db.yml; npc/quests/guildrelay.txt
7245,Spirit of Friendship,No valid mob drops found in mob_db.yml; Quest requirement: countitem in npc/quests/guildrelay.txt; Quest requirement: delitem in npc/quests/guildrelay.txt,mob_db.yml; npc/quests/guildrelay.txt
7246,Spirit of Peace,No valid mob drops found in mob_db.yml; Quest reward: getitem in npc/quests/guildrelay.txt; Quest requirement: countitem in npc/quests/guildrelay.txt,mob_db.yml; npc/quests/guildrelay.txt
7247,Spirit of Determination,No valid mob drops found in mob_db.yml; Quest requirement: countitem in npc/quests/guildrelay.txt; Quest reward: getitem in npc/quests/guildrelay.txt,mob_db.yml; npc/quests/guildrelay.txt
7248,Spirit of Honor,No valid mob drops found in mob_db.yml,mob_db.yml
7249,Spirit of Service,No valid mob drops found in mob_db.yml; Quest requirement: countitem in npc/quests/guildrelay.txt; Quest reward: getitem in npc/quests/guildrelay.txt,mob_db.yml; npc/quests/guildrelay.txt
7250,Spirit of Glory,No valid mob drops found in mob_db.yml; Quest requirement: countitem in npc/quests/guildrelay.txt; Quest reward: getitem in npc/quests/guildrelay.txt,mob_db.yml; npc/quests/guildrelay.txt
